	0.165625	0.009375	0.65
2nd	0.180134680135	0.0875420875421	0.464646464646
bruce_arthur	0.5	0.0	0.0
dorm	0.5	0.0	0.0
nz's	0.0	0.0	1.0
munchen	0.0	0.0	1.0
jzclesports	0.0	0.0	1.0
rockies	0.25	0.0	0.5
923nowfm	0.5	0.0	0.0
pregnancy	0.0	0.5	0.0
mated	0.0	0.0	1.0
blonde	0.2	0.0	0.6
fema	0.5	0.0	0.0
waaah	0.0	0.5	0.0
erieotters	0.0	0.0	1.0
contestants	0.5	0.0	0.0
lighthouse	0.0	0.0	1.0
cardboard	0.0	0.0	1.0
calanders	0.0	0.0	1.0
investors	0.5	0.0	0.0
linpel	0.5	0.0	0.0
eager	0.5	0.0	0.0
union	0.1	0.1	0.6
fri	0.047619047619	0.047619047619	0.809523809524
triviathrusday	0.0	0.0	1.0
fro	0.5	0.0	0.0
.	0.194879210616	0.0892310309629	0.431779516842
byron	0.0	0.0	1.0
runman	0.5	0.0	0.0
stadium	0.125	0.05	0.65
reno'd	0.5	0.0	0.0
privilege	0.0	0.0	1.0
1,139	0.5	0.0	0.0
fry	0.25	0.0	0.5
105	0.166666666667	0.125	0.666666666667
nowwatching	0.333333333333	0.0	0.333333333333
3seed	0.0	0.0	1.0
dmdk	0.0	0.5	0.0
obese	0.125	0.0	1.0
life	0.253246753247	0.103896103896	0.285714285714
premier	0.261363636364	0.0227272727273	0.681818181818
sydney	0.0	0.0833333333333	0.833333333333
spit	0.0	0.25	0.5
eastern	0.0416666666667	0.0416666666667	0.833333333333
irving	0.333333333333	0.0	0.333333333333
ariana	0.25	0.25	0.0
hershey	0.5	0.0	0.0
boardroom	0.5	0.0	0.0
dave	0.181818181818	0.0454545454545	0.545454545455
pandering	0.5625	0.0	0.0
soosuh_ditty	0.0	0.5	0.0
phillehh	0.0	0.0	1.0
chile	0.0	0.0	1.0
child	0.25	0.0625	0.375
chili	0.0	0.0	1.0
haters	0.0	0.5	0.0
wildcat	0.181818181818	0.0454545454545	0.545454545455
unsold	0.0	0.0	1.0
linkin	0.5	0.0	0.0
presidency	0.625	0.0	0.0
doug	0.272727272727	0.0	0.454545454545
ada	0.5	0.0	0.0
rodriquez	0.5	0.0	0.0
derby's	0.0	0.0	1.0
armenian	0.5	0.0	0.0
mater	0.5	0.0	0.0
castro	0.5	0.0	0.0
2wks	0.5	0.0	0.0
employ	0.0	0.0	1.0
drivetime	0.0	0.0	1.0
andrew_heaton	0.0	0.5	0.0
droppin	0.0	0.25	0.5
ex-ministries	0.0	0.5	0.0
jimmie	0.0	0.0	1.0
oman	0.25	0.0	0.5
lavigne's	0.5	0.0	0.0
flooding	0.0	0.0	1.0
404-246-9582	0.0	0.0	1.0
xherdan	0.0	0.0	1.0
ginobli	0.5	0.0	0.0
tzu	0.5	0.0	0.0
udar	0.0	0.0	1.0
played	0.119565217391	0.0760869565217	0.608695652174
hunt+	0.0	0.0	1.0
indonesian	0.107142857143	0.0	0.785714285714
elmira	0.0	0.0	1.0
player	0.172413793103	0.051724137931	0.551724137931
clutches	0.0	0.0	1.0
anticipating	0.5	0.0	0.0
matey	0.5	0.0	0.0
madonna	0.153846153846	0.192307692308	0.307692307692
amish_man	0.0	0.5	0.0
krisbear16	0.5	0.0	0.0
crusaders	0.0625	0.5	0.0
buckles	0.5	0.0	0.0
hong	0.1	0.05	0.7
emmylou	0.25	0.0	0.5
jacqdowling	0.5	0.0	0.0
coastguard	0.5	0.0	0.0
dynamomagician	0.166666666667	0.0	0.666666666667
demands	0.0	0.0	1.0
honk	0.0	0.0	1.0
craigslist	0.0	0.0	1.0
bryson	0.5	0.0	0.0
split	0.5	0.0	0.0
babies	0.25	0.0	0.5
whitecaps	0.0	0.166666666667	0.666666666667
elliott	0.5	0.0	0.0
dhs	0.0	0.0	1.0
bid	0.0	0.0	1.0
baby_boomer93	0.0	0.0	1.0
european	0.1	0.0	0.8
voyager	0.5	0.0	0.0
snorting	0.0	0.0	1.0
smwchicago	0.0	0.0	1.0
mulleady	0.5	0.0	0.0
latter-day	0.0	0.0	1.0
knifed	0.0	0.0	1.0
zoya	0.5	0.0	0.0
tops	0.0	0.0	1.0
jlin's	0.0	0.0	1.0
photographers	0.0	0.0	1.0
dontari	0.5	0.0	0.0
anil	0.0	0.0	1.0
kbutter5	0.0	0.166666666667	0.666666666667
superxmaika	0.5	0.0	0.0
superscoreboard	0.0	0.5	0.0
tuna	0.0	0.0	1.0
4:49	0.0	0.0	1.0
tune	0.166666666667	0.0555555555556	0.555555555556
registering	0.5	0.0	0.0
adm	0.0	0.0	1.0
stouds20	0.0	0.0	1.0
lucas	0.0714285714286	0.285714285714	0.285714285714
andrewripp	0.5	0.0	0.0
vice-president	0.0	0.5	0.0
ollyofficial	0.5	0.0	0.0
ohioprovisionalballot	0.0	0.5	0.0
cancellation	0.0	0.0	1.0
academic	0.5	0.0	0.0
truely	0.0	0.0	1.0
toowoomba	0.5	0.0	0.0
by-elections	0.0	0.0	1.0
eagle	0.25	0.0	0.5
oppars	0.0	0.0	1.0
jennymccarthy	0.5	0.0	0.0
plaque	0.0	0.0	1.0
pamelamars	0.5	0.0	0.0
wahh	0.0	0.0	1.0
booyah	0.5	0.0	0.0
letterman	0.222222222222	0.0	0.555555555556
sleeps	0.25	0.0	0.5
longharryimagine	0.0	0.0	1.0
dee1lv	0.5	0.0	0.0
sleepy	0.5	0.0	0.0
60-8	0.0	0.5	0.0
nearing	0.0	0.0	1.0
paul-and5homos	0.0	0.0	1.0
birmingham	0.0	0.0	1.0
arraignment	0.5	0.0	0.0
portrayed	0.0	0.0	1.0
two-hour	0.0	0.5	0.0
previous	0.25	0.0	0.5
hah	0.5	0.0	0.0
tonga	0.233333333333	0.0666666666667	0.4
handshake	0.5	0.0	0.0
broncos	0.25	0.0	0.5
ham	0.2	0.0	0.6
im_lowie	0.5	0.0	0.0
ease	0.5625	0.0	0.0
angeledujr	0.5	0.0	0.0
followup	0.0	0.0	1.0
gotham	0.5	0.0	0.0
palawan	0.0	0.0	1.0
64,753	0.0	0.0	1.0
richie	0.1875	0.0	0.625
easy	0.4375	0.0	0.375
prison	0.0	0.5	0.0
alexisclark17	0.0	0.0	1.0
east	0.185185185185	0.0555555555556	0.518518518519
hat	0.3	0.125	0.4
theeconomist	0.5	0.0	0.0
haw	0.0	0.5	0.0
loyality	0.0	0.0	1.0
rrrttt	0.0	0.0	1.0
danstapleton	0.0	0.0	1.0
casually	0.5	0.0	0.0
the_outfits	0.0	0.0	1.0
lala_cox	0.0	0.0	1.0
disagreement	0.5625	0.0	0.0
i_am_lovedx	0.0	0.0	1.0
awhile	0.0	0.0	1.0
possibly	0.272727272727	0.136363636364	0.181818181818
rocket	0.0	0.0	1.0
2-4pm	0.5	0.0	0.0
birth	0.166666666667	0.0	0.666666666667
unique	0.6875	0.0	0.0
6:00	0.0	0.0	1.0
sma	0.0	0.0	1.0
desire	0.0	0.0	1.0
johncena	0.5	0.0	0.0
.!!	0.5	0.0	0.0
yahoonoise	0.0	0.0	1.0
bobby	0.15	0.1	0.5
stroller	0.0	0.0	1.0
vegan	0.0	0.0	1.0
alice	0.0	0.0	1.0
avila	0.0	0.0	1.0
steph	0.5	0.0	0.0
remind	0.0833333333333	0.166666666667	0.5
festivities	0.0	0.125	1.0
steps	0.0	0.0	1.0
tier	0.5	0.0	0.0
re-airing	0.0	0.0	1.0
nhllockout	0.0	0.5	0.0
(+video	0.5	0.0	0.0
battlefield	0.0	0.0	1.0
beneficial	0.8125	0.0	0.0
itssoearly	0.5	0.0	0.0
ole	0.0833333333333	0.0833333333333	0.666666666667
crowd	0.09375	0.0	0.8125
people	0.170212765957	0.13829787234	0.382978723404
czech	0.0	0.0	1.0
creed	0.0	0.0	1.0
babybels	0.5	0.0	0.0
crows	0.0833333333333	0.0	0.833333333333
zachary's	0.25	0.0	0.5
sema	0.0	0.0	1.0
thewovenword	0.5	0.0	0.0
billboard	0.5	0.0	0.0
baroda	0.0	0.0	1.0
benedicts	0.0	0.5	0.0
enemies	0.5	0.0	0.0
fot	0.5	0.0	0.0
nsrgarret	0.0	0.0	1.0
attendees	0.25	0.0	0.5
t14x	0.0	0.0	1.0
oficial10oscar	0.0	0.0	1.0
bottom	0.1	0.1	0.6
fox	0.240740740741	0.037037037037	0.444444444444
p.m.	0.227272727273	0.0	0.545454545455
disiplina	0.5	0.0	0.0
rdew925	0.0	0.0	1.0
uma	0.8125	0.0	0.0
periphery	0.0	0.0	1.0
summoned	0.0	0.5	0.0
umm	0.333333333333	0.0	0.333333333333
liarsss	0.0	0.0	1.0
fok	0.0	0.0	1.0
murphylee	0.0	0.0	1.0
energy	0.2	0.0	0.6
cxclausen	0.0	0.0	1.0
xbecx92	0.0	0.0	1.0
dental	0.0	0.0	1.0
stefan	0.0	0.0	1.0
ivan	0.166666666667	0.333333333333	0.0
apothecarium	0.0	0.0	1.0
starring	0.5	0.0	0.0
mcgraw	0.0	0.5	0.0
losing	0.0	0.333333333333	0.333333333333
manufacturing	0.0	0.0	1.0
brizo	0.0	0.0	1.0
magnitogorsk	0.0	0.0	1.0
allium	0.0	0.0	1.0
afterno	0.0	0.0	1.0
filipino	0.5	0.0	0.0
visitors	0.0	0.0	1.0
nowplaying	0.375	0.0	0.25
gaze	0.0	0.0	1.0
dollars	0.0	0.0	1.0
double6jg	0.0	0.0	1.0
bynum	0.0	0.0	1.0
kubball	0.5	0.0	0.0
leopard_chic	0.0	0.0	1.0
isat's	0.5	0.0	0.0
tardiness	0.0	0.375	1.0
benched	0.5	0.0	0.0
suru	0.0	0.0	1.0
8yrs	0.5	0.0	0.0
-but	0.5	0.0	0.0
stoked	0.4375	0.0	0.125
rebus	0.0	0.0	1.0
palestinians	0.0	0.5	0.0
slightly	0.0	0.0	1.0
emilie	0.0	0.0	1.0
match	0.2	0.05	0.5
soa	0.5	0.0	0.0
biggestdayoftheyear	0.5	0.0	0.0
raised	0.25	0.25	0.0
shenandoah	0.5	0.0	0.0
facility	0.0	0.0	1.0
maxwell	0.0	0.5	0.0
dyson	0.5	0.0	0.0
honeymoon	0.0	0.0	1.0
som	0.0	0.0	1.0
relate	0.5	0.0	0.0
mbb	0.333333333333	0.0	0.333333333333
son	0.181818181818	0.0681818181818	0.5
double-doubles	0.0	0.0	1.0
presenters	0.0	0.0	1.0
beings	0.125	0.0	1.0
luhan's	0.0	0.0	1.0
magazines	0.0	0.0	1.0
raises	0.0	0.0	1.0
erickajaneee	0.5	0.0	0.0
hospice	0.0	0.0	1.0
-may-	0.0	0.5	0.0
shoots	0.0	0.25	0.5
federal	0.166666666667	0.0	0.666666666667
lokiismycopilot	0.5	0.0	0.0
kenosha's	0.0	0.0	1.0
iiamadam	0.0	0.0	1.0
frid	0.0	0.0	1.0
novi	0.0	0.0	1.0
waits	0.0	0.0	1.0
support	0.348837209302	0.0232558139535	0.255813953488
halle	0.166666666667	0.0	0.666666666667
kid's	0.0	0.0	1.0
nova	0.291666666667	0.0833333333333	0.25
raped	0.5	0.0	0.0
avail	0.25	0.0	0.5
senate	0.0833333333333	0.0833333333333	0.666666666667
rockwell	0.5	0.0	0.0
joseph	0.214285714286	0.047619047619	0.47619047619
enrique	0.5	0.0	0.0
step-by-step	0.5	0.0	0.0
jane	0.3	0.0	0.4
bollocks	0.0	0.5	0.0
definatly	0.5	0.0	0.0
happz	0.0	0.0	1.0
halls	0.5	0.0	0.0
launching	0.25	0.0	0.5
happy	0.778125	0.015625	0.0375
sebringlsa13	0.0	0.0	1.0
journo	0.0	0.25	0.5
offer	0.0555555555556	0.0	0.888888888889
luxford	0.5	0.0	0.0
tigers	0.294117647059	0.0294117647059	0.352941176471
un)fortunately	0.0	0.5	0.0
abaosto	0.0	0.0	1.0
drummond	0.0	0.0	1.0
mccarthy's	0.0	0.0	1.0
talents	0.25	0.0625	0.5
romandie	0.5	0.0	0.0
impeach	0.0	0.5	0.0
robertson	0.2	0.166666666667	0.266666666667
significantly	0.5	0.0	0.0
-random	0.0	0.5	0.0
jaschanel	0.5	0.0	0.0
vittoriotafur	0.0	0.0	1.0
congratulations	0.484848484848	0.0151515151515	0.0
demetria	0.5	0.0	0.0
happinessbrand	0.5	0.0	0.0
obsolete	0.0	0.0	1.0
hdashkane	0.0	0.5	0.0
epps	0.0	0.0	1.0
talaga	0.5	0.0	0.0
kohli	0.0	0.0	1.0
fraundley	0.0	0.5	0.0
nicest	0.9375	0.0	0.0
premierleague	0.5	0.0	0.0
chronicler	0.0	0.0	1.0
smashed	0.0	0.25	0.5
bigbooty_lee	0.0	0.0	1.0
duet	0.333333333333	0.0	0.333333333333
panels	0.0	0.0	1.0
pricing	0.0	0.25	0.5
151	0.5	0.0	0.0
melay	0.5	0.0	0.0
153	0.0	0.0	1.0
adopt	0.0	0.0	1.0
proved	0.166666666667	0.333333333333	0.0
vanessacaterina	0.0	0.5	0.0
barrymore	0.0	0.0	1.0
minaj	0.294117647059	0.0588235294118	0.294117647059
implications	0.5	0.0	0.0
mccreary	0.5	0.0	0.0
tournament	0.2	0.0	0.6
qia	0.0	0.0	1.0
farrackhan	0.0	0.5	0.0
proven	0.166666666667	0.166666666667	0.333333333333
hungry	0.5625	0.0	0.0
''	0.333333333333	0.0	0.333333333333
melai	0.166666666667	0.0	0.666666666667
chevyendzone	0.0	0.0	1.0
_tweetinassnupe	0.0	0.0	1.0
exist	0.0	0.25	0.5
edwritersconf	0.0	0.0	1.0
bats	0.0	0.1875	1.0
elon	0.0714285714286	0.0714285714286	0.714285714286
accounting	0.5	0.0	0.0
negotiations	0.5	0.0	0.0
posting	0.0	0.25	0.5
protested	0.0	0.5	0.0
relay	0.5	0.0	0.0
dixieconley	0.0	0.0	1.0
floor	0.138888888889	0.0555555555556	0.611111111111
not	0.0	0.5	0.0
htown	0.5	0.0	0.0
insane	0.25	0.25	0.0
picesbaby123	0.0	0.5	0.0
cuts	0.0	0.5	0.0
actor	0.357142857143	0.142857142857	0.0
flood	0.0	0.0	1.0
truust	0.0	0.0	1.0
republic	0.181818181818	0.136363636364	0.363636363636
kirshner	0.0	0.0	1.0
verona	0.0	0.0	1.0
riverview	0.5	0.0	0.0
jenkins	0.5	0.0	0.0
smell	0.25	0.166666666667	0.166666666667
roll	0.285714285714	0.0	0.428571428571
59th	0.5	0.0	0.0
radamel	0.5	0.0	0.0
reggae	0.0	0.0	1.0
edom	0.0	0.5	0.0
rehearsing	0.166666666667	0.0	0.666666666667
models	0.0	0.0	1.0
outage	0.0	0.25	0.5
rain's	0.5	0.0	0.0
intimate	0.375	0.0	1.0
devon	0.0625	0.0625	0.75
intent	0.0	0.5	0.0
rose's	0.25	0.0	0.5
hyd	0.0	0.0	1.0
miranda	0.3	0.1	0.2
rolling	0.357142857143	0.0	0.285714285714
gnev2	0.5	0.0	0.0
killerinstinct	0.5	0.0	0.0
hawker	0.0	0.5	0.0
dowtown	0.5	0.0	0.0
tims	0.0	0.0	1.0
shootout	0.0	0.0	1.0
domingo	0.0	0.0	1.0
timw	0.0	0.0	1.0
98	0.333333333333	0.0	0.333333333333
fluke	0.0	0.166666666667	0.666666666667
darren800	0.5	0.0	0.0
contacts	0.0	0.0	1.0
ottawa	0.0	0.0	1.0
kgb	0.0	0.5	0.0
time	0.194260485651	0.0849889624724	0.441501103753
push	0.0	0.166666666667	0.666666666667
peacock	0.0	0.0	1.0
cincinnati	0.5	0.0	0.0
corps	0.0	0.0	1.0
winitforshaun	0.5	0.0	0.0
hot	0.25	0.0657894736842	0.368421052632
ost	0.35	0.05	0.2
imjusttez	0.0	0.0	1.0
skate	0.25	0.0	0.5
addictedtonetflixinstant	0.0	0.0	1.0
5:10	0.0	0.0	1.0
::	0.0	0.25	0.5
skiing	0.333333333333	0.0	0.333333333333
chair	0.0	0.5	0.0
farrrahsage	0.0	0.5	0.0
mossigana	0.0	0.0	1.0
vet	0.0	0.5	0.0
adnan	0.1	0.3	0.2
lauren_bishop00	0.5	0.0	0.0
ves	0.0	0.0	1.0
when's	0.5	0.0	0.0
freelance	0.0	0.0	1.0
caviar	0.0	0.0	1.0
pen	0.5	0.0	0.0
vex	0.5	0.0	0.0
nuge	0.0	0.0	1.0
german	0.5	0.0	0.0
princetontec	0.5	0.0	0.0
j_duerden	0.0	0.0	1.0
howardeskin	0.0	0.0	1.0
emirates	0.333333333333	0.0	0.333333333333
veterans	0.5	0.0	0.0
carlsbergsports	0.0	0.0	1.0
normaseaeagles	0.0	0.0	1.0
gonnamissher	0.0	0.0	1.0
spiked	0.0	0.5	0.0
:o	0.375	0.125	0.0
icing	0.0	0.0	1.0
jerk	0.25	0.25	0.0
recipe	0.0	0.0	1.0
bulletin	0.0	0.0	1.0
naugles	0.0	0.0	1.0
olympus	0.1	0.0	0.8
choice	0.1875	0.145833333333	0.333333333333
embark	0.5	0.0	0.0
gloomy	0.0	0.5	0.0
drexel	0.111111111111	0.166666666667	0.444444444444
plus-minus	0.5	0.0	0.0
youngcules	0.5	0.0	0.0
manslaugher	0.0	0.0	1.0
simchat	0.5	0.0	0.0
exact	0.0	0.0	1.0
eluga	0.0	0.0	1.0
minute	0.107142857143	0.142857142857	0.5
:s	0.5	0.0	0.0
cuuuhraaazeee	0.0	0.0	1.0
fluorksa	0.0	0.0	1.0
jaylon	0.0	0.5	0.0
18-month	0.0	0.0	1.0
wakawaka	0.0	0.0	1.0
baddgirlcouture	0.0	0.0	1.0
rights	0.25	0.0	0.5
bethere	0.0	0.0	1.0
teat	0.0	0.0	1.0
usaeaglesrugby	0.25	0.0	0.5
leave	0.260869565217	0.108695652174	0.260869565217
castlenikki	0.0	0.0	1.0
belushi	0.136363636364	0.0	0.727272727273
favouritemoviequotes	0.0	0.0	1.0
subway	0.0	0.0	1.0
hittin	0.5	0.0	0.0
team	0.176923076923	0.0653846153846	0.515384615385
cancernight	0.0	0.0	1.0
speculation	0.0625	0.0833333333333	0.833333333333
son's	0.0	0.0	1.0
joleon	0.0	0.0	1.0
it`s	0.5	0.0	0.0
spiritual	0.5	0.0	0.0
droid	0.166666666667	0.0277777777778	0.611111111111
twelve	0.0	0.0	1.0
boci	0.0	0.0	1.0
sigh	0.3	0.1	0.2
maino	0.166666666667	0.0555555555556	0.555555555556
bln	0.0	0.0	1.0
teafortree	0.5	0.0	0.0
sign	0.107142857143	0.0714285714286	0.642857142857
shackelford	0.0	0.0	1.0
coolzjay	0.0	0.0	1.0
erotic	0.5	0.0	0.0
google's	0.0	0.0	1.0
thmazing	0.5	0.0	0.0
sheeran	0.5	0.0	0.0
dandelionfuzz	0.0	0.0	1.0
('',)	0.5	0.0	0.0
dj_orion	0.0	0.0	1.0
rachetts	0.0	0.0	1.0
stabb	0.0	0.0	1.0
bagging	0.5	0.0	0.0
headset	0.0	0.0	1.0
hou	0.166666666667	0.0	0.666666666667
thskit	0.5	0.0	0.0
56	0.5	0.0	0.0
jeopardy	0.125	0.25	0.5
celebrated	0.6875	0.0	0.0
decemember	0.5	0.0	0.0
wakemenssoccer	0.5	0.0	0.0
300	0.0	0.0	1.0
brief-kinder	0.0	0.0	1.0
melo	0.0	0.0	1.0
puckett	0.0	0.5	0.0
beasley	0.0	0.166666666667	0.666666666667
falling	0.0625	0.2	0.6
crashing	0.0	0.125	1.0
freaky	0.25	0.0	0.5
hrt's	0.5	0.0	0.0
melbcupcarnival	0.5	0.0	0.0
jury	0.0	0.0	1.0
april's	0.5	0.0	0.0
arizona	0.0	0.0	1.0
honour	0.625	0.0	0.5
funeral	0.0	0.0	1.0
concepts	0.5	0.0	0.0
broadcasts	0.5	0.0	0.0
sakina	0.0	0.0	1.0
understanding	0.75	0.0	0.0
groundhog's	0.0	0.0	1.0
snack	0.5	0.0	0.0
boo's	0.5	0.0	0.0
yards	0.0	0.25	0.5
hahahhah	0.0	0.0	1.0
galileo	0.0	0.0	1.0
kimbemo	0.5	0.0	0.0
bluerodeo	0.0	0.0	1.0
shreddie	0.0	0.5	0.0
tip-off	0.0	0.0	1.0
passengers	0.25	0.0	0.5
neville	0.5	0.0	0.0
monstershockey	0.0	0.0	1.0
brilliant	0.866071428571	0.047619047619	0.047619047619
wobler_	0.0	0.0	1.0
studied	0.6875	0.0	0.0
chimenti	0.0	0.0	1.0
soilder	0.5	0.0	0.0
accomplished	0.875	0.0	0.0
poly	0.0	0.0	1.0
non-aligned	0.0	0.0	1.0
falcao	0.5	0.0	0.0
nhl13	0.5	0.0	0.0
282	0.0	0.0	1.0
reclaim	0.0	0.5625	0.0
afl12	0.0	0.0	1.0
vbg111	0.0	0.0	1.0
reg	0.5	0.0	0.0
tasks	0.0	0.0	1.0
love	0.48016202742	0.10718737017	0.325301204819
gozags	0.5	0.0	0.0
rastafaryebread	0.5	0.0	0.0
danapixie	0.0	0.5	0.0
amgen	0.5	0.0	0.0
120pagesleft	0.0	0.0	1.0
canio	0.0	0.5	0.0
prefer	0.333333333333	0.0	0.333333333333
alznyc	0.0	0.0	1.0
ipl	0.5	0.0	0.0
flashmobamerica	0.0	0.0	1.0
referee	0.25	0.125	0.25
tonygrace	0.0	0.0	1.0
branford	0.0	0.0	1.0
-love	0.0	0.0	1.0
ipt	0.0	0.25	0.5
fake	0.0	0.775	0.2
'''	0.5	0.0	0.0
crime	0.0	0.25	0.5
kneehigh's	0.5	0.0	0.0
sky	0.176470588235	0.0588235294118	0.529411764706
soundersfc	0.0	0.5	0.0
obscured	0.125	0.0	1.0
working	0.244318181818	0.0757575757576	0.484848484848
missjillscott	0.5	0.0	0.0
gonnaendalife	0.0	0.5	0.0
positive	0.404231625835	0.0133630289532	0.164810690423
angry	0.1875	0.25	0.5
mumford	0.0	0.0	1.0
aaaggghhh	0.5	0.0	0.0
predictions	0.142857142857	0.0	0.714285714286
wicket	0.0	0.25	0.5
papal	0.5	0.0	0.0
nyulclassic	0.5	0.0	0.0
opposed	0.0	0.0	1.0
wondering	0.0	0.0	1.0
unjust	0.1875	0.5	0.0
films	0.15	0.0	0.7
wmua	0.0	0.0	1.0
butterworth	0.0	0.25	0.5
theoretical	0.5	0.0	0.0
prosecutor	0.0	0.0	1.0
loving	0.829545454545	0.0454545454545	0.0
introducing	0.125	0.125	0.5
pavlov	0.0	0.0	1.0
xiaogui	0.0	0.0	1.0
afford	0.333333333333	0.166666666667	0.0
clitoris	0.5	0.0	0.0
apparent	0.0	0.0	1.0
oregon	0.25	0.0	0.5
wvu	0.0	0.0	1.0
visual	0.166666666667	0.0	0.666666666667
ignorant	0.0	0.5	0.0
intoxicated	0.5	0.0	0.0
ollie	0.5	0.0	0.0
mj_dictionary	0.0	0.0	1.0
easiest	0.625	0.0	0.0
gagainfo	0.0	0.0	1.0
goodell	0.0	0.5	0.0
honey	0.0	0.0	1.0
wool	0.0	0.0	1.0
pisseeeddd	0.0	0.5	0.0
excitedmuch	0.5	0.0	0.0
film-	0.0	0.0	1.0
currency	0.5	0.0	0.0
scholes	0.0	0.0	1.0
heineken	0.0	0.5	0.0
originally	0.0625	0.5	0.0
netflix	0.272727272727	0.0454545454545	0.363636363636
out_of_the_blue	0.0	0.0	1.0
motives	0.0	0.0	1.0
believes	0.0625	0.25	0.5
primer	0.0	0.0	1.0
motheripper	0.0	0.5	0.0
printing	0.5	0.0	0.0
yungtoneworld	0.0	0.0	1.0
kendrick	0.175	0.1	0.45
webster	0.0	0.0	1.0
toffee	0.0	0.0	1.0
10-2am	0.5	0.0	0.0
osage	0.0	0.0	1.0
qbpick	0.5	0.0	0.0
uc	0.5	0.0	0.0
mrpeniche	0.0	0.0	1.0
agbim	0.0	0.0	1.0
katechambers19	0.5	0.0	0.0
requ	0.0	0.0	1.0
awesome	0.90625	0.0104166666667	0.0416666666667
mourinho's	0.0	0.0	1.0
smyrna	0.0	0.0	1.0
onen_amillie	0.5	0.0	0.0
nascar	0.1875	0.09375	0.4375
alan_tonge	0.0	0.0	1.0
fairfax	0.0833333333333	0.0833333333333	0.666666666667
hitchhikersguide	0.5	0.0	0.0
hrt	0.285714285714	0.214285714286	0.0
nta's	0.5	0.0	0.0
graduation	0.1	0.1	0.6
unveiled	0.0	0.0	1.0
allowed	0.0714285714286	0.214285714286	0.428571428571
teamtorbayjeds	0.0	0.0	1.0
236	0.166666666667	0.166666666667	0.333333333333
stole	0.0	0.5	0.0
listens	0.5	0.0	0.0
outtt	0.5	0.0	0.0
litre	0.0	0.0	1.0
1dfacts	0.5	0.0	0.0
monitoring	0.0	0.0	1.0
winter	0.0277777777778	0.0833333333333	0.777777777778
budinger	0.0	0.0	1.0
unintentional	0.0	0.6875	0.0
s3	0.5	0.0	0.0
coyotes	0.0	0.0	1.0
divided	0.0	0.25	0.5
pre-bedtime	0.5	0.0	0.0
alzheimers	0.5	0.0	0.0
thanking	0.5	0.0	0.0
immune	0.0	0.0	1.0
1.86	0.0	0.0	1.0
louissaha08	0.0	0.0	1.0
vancouver	0.0	0.0	1.0
saucy	0.0	0.125	1.0
extensions	0.0	0.0	1.0
coleman	0.0	0.0	1.0
divides	0.0	0.5	0.0
rewatched	0.5	0.0	0.0
alesso	0.5	0.0	0.0
africans	0.0	0.0	1.0
edinburgh	0.25	0.0	0.5
silva's	0.0	0.0	1.0
materialgirl1	0.5	0.0	0.0
frecklejuice93	0.0	0.0	1.0
chaplains	0.5	0.0	0.0
d3random	0.0	0.0	1.0
bloodbubble	0.0	0.0	1.0
fellating	0.0	0.0	1.0
blasting	0.5	0.375	0.0
spot	0.1875	0.0625	0.5
duhimwinning	0.5	0.0	0.0
urban(e	0.0	0.0	1.0
latte	0.333333333333	0.166666666667	0.0
semiprojoe	0.5	0.0	0.0
russellhoward	0.5	0.0	0.0
sats	0.5	0.0	0.0
date	0.223790322581	0.0483870967742	0.58064516129
wikileaks	0.0555555555556	0.111111111111	0.666666666667
suck	0.117647058824	0.294117647059	0.176470588235
revealed	0.0	0.166666666667	0.666666666667
congra	0.5	0.0	0.0
5/19]gag	0.0	0.0	1.0
yael_averbuch	0.0	0.0	1.0
golfers	0.0	0.0	1.0
smwvan	0.5	0.0	0.0
hoya	0.285714285714	0.0	0.428571428571
dccc	0.0	0.0	1.0
wdbj7	0.0	0.0	1.0
sq	0.5	0.0	0.0
sp	0.0	0.0	1.0
riogrind	0.5	0.0	0.0
lovelies	0.5	0.0	0.0
si	0.166666666667	0.166666666667	0.333333333333
2win	0.0	0.0	1.0
itsyourtime	0.5	0.0	0.0
skirmish	0.0	0.0	1.0
ladyfriend	0.5	0.0	0.0
pulled	0.125	0.0625	0.625
jarediero	0.5	0.0	0.0
se	0.25	0.0	0.5
jshore	0.0	0.0	1.0
irenie_m	0.5	0.0	0.0
iqaluit	0.0714285714286	0.0	0.857142857143
cabrini	0.0	0.0	1.0
bracelets	0.0	0.0	1.0
drdrewhln	0.0	0.5	0.0
forza	0.5	0.0	0.0
cole__hines	0.5	0.0	0.0
beaumont	0.0	0.0	1.0
thoroughmas	0.0	0.0	1.0
mamacitas	0.5	0.0	0.0
kong	0.111111111111	0.0555555555556	0.666666666667
hiring	0.0	0.5	0.0
episodes	0.3	0.05	0.3
frankenweenie	0.0	0.0	1.0
joshgroban	0.5	0.0	0.0
kanye	0.5	0.0	0.0
fruitpunchtoday	0.0	0.0	1.0
thaaat	0.5	0.0	0.0
firepit	0.0	0.0	1.0
hedge	0.0	0.0	1.0
beheading	0.0	0.5	0.0
tore	0.0	0.25	0.5
splurge	0.0	0.0	1.0
octobr	0.0	0.0	1.0
overhaul	0.0	0.0	1.0
elianacwg_31	0.5	0.0	0.0
torn	0.0	0.25	0.5
jim	0.166666666667	0.0416666666667	0.583333333333
louisville	0.125	0.125	0.5
meego-powered	0.0	0.0	1.0
shapeshifter	0.0	0.0	1.0
unobscured	0.5	0.0	0.0
4g	0.0	0.0	1.0
